O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3002849,3326,O,289193.16,1998-02-23,5-LOW,Clerk#000000143,0,uriously thin ideas. carefully brave deposits sublate sly
3002850,84145,O,260424.51,1996-05-28,2-HIGH,Clerk#000000833,0,ross the slyly special excuses. express theodolites acros
3002851,164,O,213079.08,1996-10-06,3-MEDIUM,Clerk#000000233,0,ns. carefully expres
3002852,45064,O,58512.57,1997-04-11,5-LOW,Clerk#000000933,0,. carefully unusual accounts after the furiously final deposits haggle
3002853,10964,O,72147.54,1996-09-08,3-MEDIUM,Clerk#000000829,0, platelets affix carefully excuses. always bold foxes wake acc
3002854,65416,F,70218.28,1994-11-22,1-URGENT,Clerk#000000859,0,uriously quickly ironic packages. accounts 
3002855,78118,F,13993.94,1994-08-12,3-MEDIUM,Clerk#000000714,0,ts are quickly through the slyly pending deposits. pending pi
3002880,104518,O,13259.37,1998-05-14,2-HIGH,Clerk#000000078,0, carefully unusual realms. furiously 
3002881,105497,F,23455.80,1994-05-11,1-URGENT,Clerk#000000040,0,iously special packages kindle quickly above the carefully
3002882,78028,F,87331.57,1993-04-28,4-NOT SPECIFIED,Clerk#000000780,0,ackages. silent accounts haggle car
3002883,108778,F,53139.06,1993-03-20,5-LOW,Clerk#000000978,0,ven instructions haggle according to the special packages. blithely pendin
3002884,21655,F,157183.41,1994-11-26,1-URGENT,Clerk#000000916,0,fily deposits. furiously even requests integrate furiously according to the s
3002885,40195,F,187929.99,1992-08-04,2-HIGH,Clerk#000000692,0,"se upon the pending, unusua"
3002886,101221,O,77640.17,1996-06-09,5-LOW,Clerk#000000013,0,"s nag ironic hockey players. unusual,"
3002887,51247,F,219545.15,1992-04-03,3-MEDIUM,Clerk#000000212,0, instructions: carefully express accounts about the boldly final dolphins boo
3002912,139612,F,174248.06,1993-05-10,1-URGENT,Clerk#000000134,0,"ependencies could have to sleep against the final, "
3002913,5279,F,146390.10,1992-01-03,4-NOT SPECIFIED,Clerk#000000511,0,uriously final requests wak
3002914,67223,F,110437.55,1992-05-22,2-HIGH,Clerk#000000694,0,jole fluffily. excuses nod thinly. ironic pinto beans sleep blithely 
3002915,3223,O,166320.43,1995-09-21,3-MEDIUM,Clerk#000000429,0,nusual deposits against the requests wake furiously about th
3002916,142063,F,169395.14,1994-12-17,1-URGENT,Clerk#000000485,0,posits sleep quickly enticingly even deposits. careful
3002917,102634,O,236001.20,1995-07-20,3-MEDIUM,Clerk#000000520,0,quests poach carefully express accounts. foxes are furiously
3002918,87449,O,83019.78,1997-08-25,4-NOT SPECIFIED,Clerk#000000603,0, quiet dependencies. slyly regular accounts acco
3002919,50653,O,80140.48,1997-08-25,3-MEDIUM,Clerk#000000968,0,even accounts cajole furiously above the blithely silent pin
3002944,43357,O,35153.66,1996-10-29,2-HIGH,Clerk#000000332,0,s. pending ideas boost slyly exc
3002945,1030,F,227015.92,1992-02-19,4-NOT SPECIFIED,Clerk#000000144,0,carefully. final deposits detect furiously according to t
3002946,39292,O,107411.84,1996-06-04,1-URGENT,Clerk#000000050,0,ding accounts. unusual dolphins sleep silently final idea
3002947,77476,O,201991.48,1997-03-12,5-LOW,Clerk#000000678,0,phins integrate slyly after the expre
3002948,109862,P,126191.28,1995-02-26,5-LOW,Clerk#000000014,0,ccounts are blithely quickly final ex
3002949,92174,F,270244.62,1993-10-10,5-LOW,Clerk#000000323,0,e slyly alongside of the slyly special theodolites. ironic packag
3002950,103199,F,177678.65,1994-06-29,4-NOT SPECIFIED,Clerk#000000923,0, beans detect furiously along the express frets. hockey players 
3002951,2608,F,209130.90,1993-10-23,4-NOT SPECIFIED,Clerk#000000245,0,"l requests after the ironic, pending excuses cajole fluffily daringly ironic f"
3002976,19219,F,14713.23,1993-11-28,2-HIGH,Clerk#000000239,0,fluffily ironic escapades unw
3002977,55406,F,104812.62,1993-11-17,1-URGENT,Clerk#000000648,0,cial accounts are furiously fluffily regular accounts. foxes sleep c
3002978,2788,F,104986.08,1993-09-22,4-NOT SPECIFIED,Clerk#000000821,0, the braids cajole ca
3002979,30089,O,242829.80,1997-01-15,3-MEDIUM,Clerk#000000642,0,s cajole against the final platelets. regular
3002980,53999,F,119076.49,1993-03-03,2-HIGH,Clerk#000000610,0, wake furiously even excus
3002981,55100,F,111840.08,1992-08-24,2-HIGH,Clerk#000000387,0,ngside of the furiously even pinto beans. final pinto beans hagg
3002982,111434,O,257711.82,1998-01-21,3-MEDIUM,Clerk#000000548,0,arefully. furiously ironic depen
3002983,112115,P,136638.42,1995-04-14,2-HIGH,Clerk#000000518,0,hins dazzle across the blithely ironic accounts. fi
3003008,4286,F,125490.00,1994-06-27,2-HIGH,Clerk#000000125,0,ecial requests along
3003009,22819,O,107770.48,1996-05-27,5-LOW,Clerk#000000275,0,"n, final accounts cajo"
3003010,105101,F,84694.25,1992-02-25,5-LOW,Clerk#000000344,0,nst the carefully furious dep
3003011,21667,O,216669.12,1995-09-03,4-NOT SPECIFIED,Clerk#000000191,0,ackages eat furiously
3003012,78043,O,18210.75,1997-06-22,4-NOT SPECIFIED,Clerk#000000386,0,ns according to the quickly final requests nag according 
3003013,44905,O,221375.74,1996-06-09,1-URGENT,Clerk#000000904,0,yly even platelets haggle blithely. quic
3003014,39070,F,100544.58,1994-07-18,5-LOW,Clerk#000000817,0,hely even requests boost furiously express dependenci
3003015,68350,F,259199.73,1993-07-04,4-NOT SPECIFIED,Clerk#000000447,0,s. slowly ironic platelets haggle. slyl
3003040,27958,F,175658.58,1994-03-01,3-MEDIUM,Clerk#000000654,0,"posits integrate blithely ironic, regular somas. silent deposits could have t"
3003041,81821,F,41358.24,1992-07-20,2-HIGH,Clerk#000000708,0,cajole furiously even account
3003042,108691,F,66444.21,1993-01-28,3-MEDIUM,Clerk#000000644,0,he carefully silent braids cajole blithely pending deposits. slyly final 
3003043,67225,O,200965.85,1996-07-30,4-NOT SPECIFIED,Clerk#000000326,0, platelets wake slyly. furiously quick p
3003044,39106,O,191767.10,1996-05-19,3-MEDIUM,Clerk#000000331,0,ter the foxes. regular requests kindle-- furiously final packages abou
3003045,99400,O,164633.25,1996-07-11,3-MEDIUM,Clerk#000000345,0,structions sleep furious
3003046,40816,F,33332.06,1993-02-20,5-LOW,Clerk#000000229,0,dencies wake slyly id
3003047,21238,O,233570.40,1996-11-07,3-MEDIUM,Clerk#000000803,0,ost furiously. accounts along the furiously ironic ideas ha
3003072,65074,F,73657.39,1993-07-21,2-HIGH,Clerk#000000997,0,", final packages according to the slyly ironic depo"
3003073,32176,O,243184.18,1996-04-16,5-LOW,Clerk#000000493,0,en notornis before the bl
3003074,2947,P,270521.90,1995-05-03,3-MEDIUM,Clerk#000000446,0,ches about the ironic deposits wake carefully pending instru
3003075,17962,F,67735.94,1994-12-25,3-MEDIUM,Clerk#000000350,0,ithely special instructions integrate alongside of th
3003076,85460,F,81431.67,1993-04-11,2-HIGH,Clerk#000000396,0,carefully. quickly silent deposits wake furiously around the slyly ironic gr
3003077,73525,F,319802.03,1992-01-26,4-NOT SPECIFIED,Clerk#000000766,0,ing requests. regular packages cajole carefully final excuses. quick
3003078,18374,O,213827.65,1997-10-05,3-MEDIUM,Clerk#000000967,0,ial foxes. carefully special deposits against the furiously ironic packages
3003079,103235,F,190610.29,1994-06-24,1-URGENT,Clerk#000000903,0,"xes cajole blithely ironic, ironic warhorses. quickly special packag"
3003104,20269,O,76551.53,1995-10-19,1-URGENT,Clerk#000000146,0,furiously. waters among the blithely express instructions unwind furiou
3003105,134074,O,265079.36,1996-10-10,4-NOT SPECIFIED,Clerk#000000489,0,ns. furiously final requests promise 
3003106,79676,O,43285.28,1995-05-31,4-NOT SPECIFIED,Clerk#000000556,0,excuses are. fluffily ironic requests haggle fu
3003107,54658,F,73701.46,1992-03-04,3-MEDIUM,Clerk#000000285,0,"ial, furious theodolites sleep furiously"
3003108,33574,O,64751.41,1997-05-27,1-URGENT,Clerk#000000631,0,yly regular foxes about the even deposits are furiously 
3003109,100568,F,225836.94,1993-05-13,3-MEDIUM,Clerk#000000585,0,excuses use furiously. carefully pending accounts 
3003110,35030,O,51958.44,1998-04-04,3-MEDIUM,Clerk#000000712,0,ect after the fluffily regular a
3003111,136435,O,48810.21,1996-09-23,5-LOW,Clerk#000000353,0,the slyly even courts. slyly final packages cajole carefully ironic decoys
3003136,6182,O,261843.67,1996-10-01,5-LOW,Clerk#000000760,0,ly special requests sleep blithely blithely regular warhorses. blithely s
3003137,91511,F,114628.31,1994-02-17,1-URGENT,Clerk#000000185,0,tructions against the ironic ideas print regular acc
3003138,60175,F,137981.18,1994-08-12,4-NOT SPECIFIED,Clerk#000000716,0,ajole blithely among the carefu
3003139,52951,F,266055.85,1994-04-27,4-NOT SPECIFIED,Clerk#000000515,0,packages dazzle? quickly pending reques
3003140,139168,F,252782.35,1993-07-02,4-NOT SPECIFIED,Clerk#000000784,0,efully unusual requests. furiously unusual deposits are carefully dogged
3003141,22834,F,209969.30,1993-05-27,3-MEDIUM,Clerk#000000785,0,"haggle regularly after the slyly silent foxes. express, ironi"
3003142,58526,O,205791.38,1995-06-26,4-NOT SPECIFIED,Clerk#000000964,0,equests nod carefully bold foxes. blithely silent p
3003143,90208,F,91685.92,1994-08-30,2-HIGH,Clerk#000000306,0,the quickly express dependencies-- quickly pe
3003168,46201,F,256804.58,1994-02-02,2-HIGH,Clerk#000000745,0,elets. slyly final theodolites according to the regular patterns detect
3003169,71893,O,347041.32,1996-06-14,1-URGENT,Clerk#000000177,0,ainst the slyly permanen
3003170,48346,O,318026.27,1997-12-02,1-URGENT,Clerk#000000403,0,e carefully against t
3003171,124813,P,316485.52,1995-04-26,2-HIGH,Clerk#000000073,0," blithe, bold excuses alongside of the carefully regular account"
3003172,127324,F,75261.20,1994-03-12,3-MEDIUM,Clerk#000000604,0,along the final packages hang quickly iro
3003173,16276,F,154031.03,1993-07-27,2-HIGH,Clerk#000000159,0,aggle furiously ironic deposits. fluffily bold dep
3003174,71644,O,245071.74,1995-08-02,2-HIGH,Clerk#000000382,0,"l, regular deposits are blithely from the instructions. blithely fina"
3003175,61154,F,184328.68,1993-01-18,1-URGENT,Clerk#000000374,0,bold deposits cajole. slyly silent deposit
3003200,703,F,174107.76,1992-07-21,4-NOT SPECIFIED,Clerk#000000978,0,"ters above the final, even dependencies boost boldly against the regu"
3003201,94972,F,114376.22,1992-08-18,3-MEDIUM,Clerk#000000787,0,"against the ironic, bold accounts haggle after the silently speci"
3003202,38140,O,125769.63,1996-12-14,1-URGENT,Clerk#000000916,0, final requests sleep slyly ironic 
3003203,49019,F,92751.46,1995-02-04,2-HIGH,Clerk#000000651,0,the slyly ironic patterns serve across the regular packages. regul
3003204,53605,F,72224.69,1992-09-16,1-URGENT,Clerk#000000042,0,yly above the quickly regular pack
3003205,27650,O,91344.03,1995-08-10,3-MEDIUM,Clerk#000000884,0,carefully even instructions. slyly final pinto beans haggle. s
3003206,7595,F,403905.89,1993-10-26,3-MEDIUM,Clerk#000000543,0, accounts. regular requests nag slyly about the unusual pac
3003207,142546,F,14335.76,1992-05-01,1-URGENT,Clerk#000000465,0,nts detect carefully fr
3003232,98477,F,208108.61,1994-06-01,3-MEDIUM,Clerk#000000062,0,"s affix quickly asymptotes. bold, ironic depths integrate quickly ab"
3003233,138676,F,133214.52,1992-10-07,2-HIGH,Clerk#000000740,0,long the furiously bold theodolites haggle slyly
3003234,10840,O,140208.24,1998-03-19,3-MEDIUM,Clerk#000000842,0,ve the fluffily ironic packages
3003235,56096,O,88697.03,1996-06-16,1-URGENT,Clerk#000000508,0,"onic, express accounts. furiousl"
3003236,43492,F,216192.79,1995-01-02,1-URGENT,Clerk#000000139,0,efully final pinto beans. ironic packages among the furiously 
3003237,1688,F,259596.90,1992-10-09,3-MEDIUM,Clerk#000000324,0,haggle carefully. carefully unusual somas integrate carefully regular do
3003238,17449,O,126914.01,1995-10-27,5-LOW,Clerk#000000393,0,"inal accounts. pending, pending foxes promise quickly about the"
3003239,9059,P,133511.55,1995-06-04,3-MEDIUM,Clerk#000000170,0," above the silent, regular excuses. daringly ironic instructions boost above"
3003264,144103,F,357428.44,1992-09-26,5-LOW,Clerk#000000251,0,ickly carefully regular hockey players. ironic packages sleep carefully. caref
3003265,17791,O,268790.05,1997-03-10,2-HIGH,Clerk#000000918,0,refully unusual sheaves was furiously at the permanently express packages; re
3003266,39404,O,148273.39,1997-08-23,5-LOW,Clerk#000000235,0,ids. regular accounts sleep against the pending packages! ironic or
3003267,4015,O,88199.69,1997-10-16,4-NOT SPECIFIED,Clerk#000000780,0,ongside of the bold instructions. enticing packages at the c
3003268,109478,F,230803.77,1992-02-17,1-URGENT,Clerk#000000250,0,r deposits. slyly special accounts boo
3003269,88124,F,267607.28,1992-08-23,5-LOW,Clerk#000000355,0,es sleep slyly carefully even theodolite
3003270,137440,O,39165.30,1996-06-21,4-NOT SPECIFIED,Clerk#000000620,0,ithely. even instructions alongside of t
3003271,98996,O,216200.38,1996-01-12,4-NOT SPECIFIED,Clerk#000000391,0,"onic deposits. special accounts use slyly. pending, final requests use acros"
3003296,19868,F,198980.74,1993-09-01,3-MEDIUM,Clerk#000000751,0,nts snooze fluffily around the carefully pending dependencies. slyly regul
3003297,8899,F,15430.47,1994-09-18,4-NOT SPECIFIED,Clerk#000000805,0,tly even deposits boost quickly after the regular pinto beans. packages cajol
3003298,146362,F,72486.29,1993-11-18,1-URGENT,Clerk#000000417,0," alongside of the special, final packa"
3003299,30332,O,175673.60,1995-05-26,4-NOT SPECIFIED,Clerk#000000344,0,uriously pending requests. reques
3003300,78229,F,329766.19,1994-03-11,5-LOW,Clerk#000000073,0, ironic pinto beans above the final ideas are carefully according
3003301,35123,O,66775.72,1996-12-09,4-NOT SPECIFIED,Clerk#000000304,0,"r theodolites. closely even asymptotes wake quickly. regular, idle depo"
3003302,52148,F,88936.72,1994-08-19,4-NOT SPECIFIED,Clerk#000000930,0,ar requests about the bold courts sleep slyly fluffily ironic ideas. sl
3003303,136504,F,228554.56,1994-12-26,5-LOW,Clerk#000000453,0,ross the slyly bold deposits might affix slyly iron
3003328,107629,O,344404.07,1997-11-01,5-LOW,Clerk#000000226,0,tructions around the blithely pending theodolites
3003329,43900,F,199944.08,1993-05-11,3-MEDIUM,Clerk#000000056,0, along the carefully quiet foxes. quickly silent pinto beans according t
3003330,112037,F,72767.72,1993-11-26,2-HIGH,Clerk#000000920,0,ual asymptotes are slyly final requests. quickly regular requests haggle f
3003331,49096,O,197221.33,1997-12-02,5-LOW,Clerk#000000068,0,"ideas. slyly silent warhorses haggle. pending, even deposits are"
3003332,132928,F,65068.40,1993-10-19,2-HIGH,Clerk#000000367,0,ng to the furiously even dolphins haggle furiously bold foxes. requests ha
3003333,2267,O,263496.75,1996-06-01,2-HIGH,Clerk#000000379,0,as. furiously even accounts
3003334,145939,P,161575.79,1995-04-30,2-HIGH,Clerk#000000732,0,ng deposits-- regular warthogs 
3003335,114925,O,51718.18,1998-05-03,4-NOT SPECIFIED,Clerk#000000421,0,haggle above the quickly unusu
3003360,132682,O,254994.78,1996-05-19,1-URGENT,Clerk#000000951,0, the ironic dependencies. special depths cajole above the fluff
3003361,86047,F,36202.78,1995-03-19,1-URGENT,Clerk#000000543,0,gle blithely alongside of the blithely even accounts. blithel
3003362,19643,F,128935.43,1992-12-03,4-NOT SPECIFIED,Clerk#000000396,0,eposits wake fluffily regular pack
3003363,137197,F,154406.56,1993-09-26,5-LOW,Clerk#000000811,0,aintain around the ironic asymptotes-- carefully
3003364,39808,F,198148.39,1992-11-16,2-HIGH,Clerk#000000864,0,y thin requests use. somet
3003365,50008,F,257878.37,1994-05-16,2-HIGH,Clerk#000000373,0, the quickly regular 
3003366,5893,O,82279.33,1997-12-28,2-HIGH,Clerk#000000420,0,ly ironic pinto beans sleep blithely
3003367,19429,F,164718.71,1992-10-26,4-NOT SPECIFIED,Clerk#000000807,0,e. regular theodolites accord
3003392,115570,F,111943.24,1992-05-19,5-LOW,Clerk#000000591,0,lthily. blithely pending dependencies are blithely quickl
3003393,32150,O,220989.87,1996-08-17,3-MEDIUM,Clerk#000000175,0,des between the quickly ironic deposits solve ideas. slyly express courts
3003394,43999,O,55109.88,1995-12-26,4-NOT SPECIFIED,Clerk#000000627,0,"uthless ideas solve. ironic, unusual pinto beans sleep carefully blithe"
3003395,139687,P,88008.10,1995-04-02,5-LOW,Clerk#000000244,0,ly ironic packages use special accounts. fluffily special notorn
3003396,68362,O,156979.04,1997-04-06,5-LOW,Clerk#000000446,0, accounts. final requests boost blithely above the quickly
3003397,107506,O,56495.66,1995-07-23,4-NOT SPECIFIED,Clerk#000000876,0,ggle slyly. dolphins use 
3003398,98302,F,238811.44,1992-05-31,3-MEDIUM,Clerk#000000763,0, requests boost blithely 
3003399,38353,F,273517.20,1992-05-06,5-LOW,Clerk#000000720,0, haggle never. regular ideas was about the 
3003424,21460,O,61102.95,1996-05-22,2-HIGH,Clerk#000000617,0," are carefully pending, express orbits. carefully special excuse"
3003425,55456,O,85146.10,1996-10-26,3-MEDIUM,Clerk#000000546,0,ronic pinto beans across the enticingly ironic foxes play furiously alongsi
3003426,94231,O,231933.59,1998-01-17,1-URGENT,Clerk#000000428,0,"he slyly regular Tiresias. unusual foxes haggle blithely. ironic, r"
3003427,14113,F,120978.60,1992-07-19,1-URGENT,Clerk#000000222,0,ely final tithes haggle slyly across the blithely regular realms. foxes boost 
3003428,41269,O,233985.33,1996-06-12,4-NOT SPECIFIED,Clerk#000000234,0,ccording to the deposits. silent pa
3003429,146587,F,84590.17,1992-12-29,2-HIGH,Clerk#000000285,0,ly foxes-- permanently
3003430,68282,F,54752.81,1992-06-12,5-LOW,Clerk#000000063,0,resias haggle carefully carefully ironic grouc
3003431,107230,O,155194.29,1997-11-10,3-MEDIUM,Clerk#000000031,0,ffily against the slyly ironic deposits. carefully p
3003456,102097,F,23338.04,1994-09-10,5-LOW,Clerk#000000694,0,after the always pending accounts hang slyly ironic account
3003457,82159,O,260514.14,1997-06-16,4-NOT SPECIFIED,Clerk#000000450,0,platelets. blithely r
3003458,76984,F,58192.59,1993-04-20,2-HIGH,Clerk#000000798,0,egular decoys hang slyly
3003459,103477,F,110954.29,1994-07-08,5-LOW,Clerk#000000209,0,lar requests around the pending epitap
3003460,12877,F,83887.53,1992-04-09,4-NOT SPECIFIED,Clerk#000000839,0,ccounts solve unusual deposits. reg
3003461,98818,F,211764.08,1994-07-09,1-URGENT,Clerk#000000400,0,ckly. quickly regular accounts mold. fu
3003462,22646,P,168579.28,1995-04-08,5-LOW,Clerk#000000896,0,might boost furiously deposits. express requests detect after the 
3003463,49054,F,322023.30,1993-01-06,5-LOW,Clerk#000000069,0,along the furiously final foxes. carefully express packages wake qu
3003488,44170,F,98696.67,1993-11-10,5-LOW,Clerk#000000047,0,s wake blithely according to the slyly silent foxes. slyly r
3003489,138952,O,350474.95,1995-12-29,2-HIGH,Clerk#000000935,0,usual requests x-ray furiously final instructions. slyly exp
3003490,12899,O,306584.27,1997-08-10,5-LOW,Clerk#000000121,0,arefully. asymptotes wake quickly above the permane
3003491,28862,F,75980.83,1994-06-22,2-HIGH,Clerk#000000517,0,nts nag. packages x-ray against the ruthless packages. care
3003492,131869,F,88301.32,1992-04-16,1-URGENT,Clerk#000000520,0,lly ironic Tiresias. blithely th
3003493,65698,O,242278.07,1997-06-13,2-HIGH,Clerk#000000131,0,ts-- blithely dogged
3003494,15250,O,385194.46,1997-08-26,4-NOT SPECIFIED,Clerk#000000292,0,xpress patterns will have to boost at the ironic packages. slyly 
3003495,99617,F,150181.12,1994-02-14,4-NOT SPECIFIED,Clerk#000000172,0, regular waters. quickly regular accounts nag slyly above 
3003520,111508,F,30714.80,1994-11-22,2-HIGH,Clerk#000000860,0,s the blithely bold accounts. quickly pen
3003521,141904,O,149826.21,1996-08-05,5-LOW,Clerk#000000345,0,thely ironic pinto beans are carefully. pending deposits
3003522,113089,F,126857.17,1992-08-06,5-LOW,Clerk#000000522,0,ave to are blithely. blithely even packages haggle i
3003523,9517,O,2937.83,1995-12-28,5-LOW,Clerk#000000050,0,t the quickly special instructions. express deposits na
3003524,34931,O,218044.48,1996-09-06,1-URGENT,Clerk#000000583,0,posits: pending accounts wake furiously around the carefull
3003525,118750,O,289388.59,1997-03-12,3-MEDIUM,Clerk#000000088,0,"posits. final, even requests wake slyly. slyly final forges slee"
3003526,60827,F,212976.09,1992-12-08,5-LOW,Clerk#000000250,0,nent packages. carefully pending dolphins kindle bl
3003527,53629,F,36482.54,1993-11-18,1-URGENT,Clerk#000000208,0,lithely alongside of the blithely final 
3003552,117490,F,219027.80,1994-05-03,5-LOW,Clerk#000000106,0,"blithely bold deposits. final, final platelets wake among the carefully "
3003553,29783,F,197168.47,1993-06-25,2-HIGH,Clerk#000000124,0,fully. fluffily daring packag
3003554,11470,F,32497.85,1994-07-15,1-URGENT,Clerk#000000235,0,n sentiments grow carefully across the blithely even pinto b
3003555,147265,O,40456.23,1997-07-01,5-LOW,Clerk#000000044,0,"blithely. final, silent packages are slyly. carefully even frets hagg"
3003556,80900,F,63527.22,1992-04-13,2-HIGH,Clerk#000000401,0,"luffily unusual packages detect fluffily final, pending p"
3003557,75922,F,90420.63,1992-05-20,4-NOT SPECIFIED,Clerk#000000398,0, unusual accounts wake furiously 
3003558,93122,F,224739.17,1993-05-24,1-URGENT,Clerk#000000816,0,"thely express requests. special foxes grow quickly across the express, unusual"
3003559,139960,F,206172.16,1993-07-03,2-HIGH,Clerk#000000050,0,ronic requests breach. enticing
3003584,995,O,191944.15,1996-02-26,5-LOW,Clerk#000000549,0,ully special pinto bean
3003585,58555,F,196355.62,1994-01-10,5-LOW,Clerk#000000445,0,s. blithely even accounts cajole acco
3003586,111866,O,238019.56,1996-03-19,5-LOW,Clerk#000000939,0,bold Tiresias. furiously regular requests caj
3003587,17041,O,177129.08,1997-06-18,4-NOT SPECIFIED,Clerk#000000890,0,"cial foxes sleep slyly regular, ironi"
3003588,41098,O,153963.01,1995-06-27,4-NOT SPECIFIED,Clerk#000000574,0,sual courts nag final foxes. permanently pending excuses a
3003589,109073,O,122729.32,1997-08-15,2-HIGH,Clerk#000000107,0,ully final excuses. pending accounts nag sometimes ironic instructions. ca
3003590,28844,P,93506.07,1995-03-12,1-URGENT,Clerk#000000985,0,slyly pending deposits wake slyly even deposits. carefu
3003591,129323,O,124167.38,1996-05-30,3-MEDIUM,Clerk#000000284,0,"ndencies cajole among the ironic, unusual"
3003616,26537,O,172220.52,1996-10-23,3-MEDIUM,Clerk#000000557,0,al pinto beans haggle furiously deposits. carefully final packages above
3003617,41410,F,378816.33,1994-03-30,3-MEDIUM,Clerk#000000734,0,ffily unusual account
3003618,96805,F,182242.14,1993-04-14,4-NOT SPECIFIED,Clerk#000000554,0,tions. slyly regular
3003619,95219,O,215242.62,1998-04-29,5-LOW,Clerk#000000126,0,riously after the final ideas. regular requests abou
3003620,131899,O,39749.17,1996-09-10,5-LOW,Clerk#000000680,0,"lar, regular dolphins. ironic"
3003621,97598,F,75208.16,1993-10-06,2-HIGH,Clerk#000000141,0,. furiously regular deposits are. special instructions about the furiousl
3003622,66440,P,137853.33,1995-05-22,1-URGENT,Clerk#000000416,0,yly thin ideas kindle slyly. furiou
3003623,53947,F,54649.05,1992-01-25,1-URGENT,Clerk#000000257,0,egular frets. carefully unusual packages sleep carefu
3003648,61798,F,34106.32,1993-10-26,4-NOT SPECIFIED,Clerk#000000281,0,nag carefully along the final requests: quiet
3003649,25142,O,88309.18,1996-03-02,5-LOW,Clerk#000000760,0,d foxes. slyly ironic asympt
3003650,145079,F,136776.81,1993-02-15,5-LOW,Clerk#000000884,0,ven packages use at the blithely bold accounts. req
3003651,82363,O,44375.75,1995-10-10,2-HIGH,Clerk#000000020,0,ven packages. fluffily final accounts after the platelets ki
3003652,67064,F,14713.57,1993-01-15,4-NOT SPECIFIED,Clerk#000000757,0,y-- ironic accounts cajole about the careful
3003653,31678,P,148112.92,1995-04-02,4-NOT SPECIFIED,Clerk#000000756,0,ow theodolites. furiously express ideas according to the packages haggle furi
3003654,44467,O,276700.08,1998-01-14,3-MEDIUM,Clerk#000000013,0," regular deposits use. unusual, fina"
3003655,41372,F,236079.74,1992-03-05,5-LOW,Clerk#000000691,0,efore the carefully even realms. finally bold deposits above the care
3003680,85213,O,199278.07,1997-03-12,5-LOW,Clerk#000000495,0,al pinto beans. slyly regul
3003681,98458,O,99092.93,1996-10-21,4-NOT SPECIFIED,Clerk#000000989,0,arefully daring dependencies wake carefully. 
3003682,102874,F,63397.39,1992-03-06,4-NOT SPECIFIED,Clerk#000000978,0,nts use along the requests-- slyly ironic theodolites haggle. fu
3003683,91309,O,56207.29,1997-05-08,4-NOT SPECIFIED,Clerk#000000917,0,ar accounts haggle blithely alongside of the blithely unu
3003684,114119,O,233150.61,1997-05-03,4-NOT SPECIFIED,Clerk#000000193,0,luffily final ideas use blithe
3003685,94540,O,148099.27,1996-08-22,3-MEDIUM,Clerk#000000216,0,uctions. fluffy ideas x-ray carefully. blit
3003686,100855,O,187774.24,1997-02-26,3-MEDIUM,Clerk#000000657,0,ainst the carefully pending theodolites cajole blithe
3003687,56069,O,39515.18,1997-07-29,2-HIGH,Clerk#000000920,0,iously ironic instructions print bold platelets. caref
3003712,41585,O,125398.81,1995-10-03,4-NOT SPECIFIED,Clerk#000000431,0,xcuses affix bravely according to the quickly unusual requests. slyly 
3003713,69071,O,187747.31,1996-03-20,2-HIGH,Clerk#000000939,0,tructions. blithely pending theodolites are. blithely ironic p
3003714,20518,F,16542.52,1995-04-04,2-HIGH,Clerk#000000691,0,unts do wake. deposits above the quickly ironic packages 
3003715,135400,F,260473.25,1994-01-14,2-HIGH,Clerk#000000872,0,ages. accounts cajole fluffily. final
3003716,141302,P,194291.08,1995-05-17,3-MEDIUM,Clerk#000000319,0,"nal requests boost quietly ironic, ironic accounts. carefully regular acc"
3003717,46882,O,267720.79,1996-04-30,1-URGENT,Clerk#000000570,0,lar pinto beans sleep after the car
3003718,115049,O,150368.66,1996-10-26,1-URGENT,Clerk#000000020,0,l patterns sleep slyly bl
3003719,120908,F,237493.21,1992-05-13,1-URGENT,Clerk#000000610,0,lar pinto beans are sl
3003744,50026,O,303768.00,1996-08-10,4-NOT SPECIFIED,Clerk#000000306,0,wake. ironic foxes among the blithely ironic requests cajole along the 
3003745,15007,O,119716.03,1995-06-19,3-MEDIUM,Clerk#000000024,0,"ages solve blithely. special packages use slyly final, final "
3003746,71408,F,74336.12,1994-10-23,4-NOT SPECIFIED,Clerk#000000134,0,ly ironic instructions. ideas sleep f
3003747,144520,F,152819.21,1992-05-07,3-MEDIUM,Clerk#000000265,0,e carefully regular platelets haggl
3003748,125884,O,91040.60,1997-05-13,5-LOW,Clerk#000000997,0,lithely express pinto beans haggle across the fluffily sp
3003749,115108,F,206706.25,1992-10-01,2-HIGH,Clerk#000000585,0,out the requests. fluffily e
3003750,44035,O,191949.13,1995-08-11,5-LOW,Clerk#000000552,0, are fluffily: slyl
3003751,123103,F,114877.18,1995-01-10,3-MEDIUM,Clerk#000000239,0,ole close platelets. express asymptotes are furiou
3003776,39626,O,5492.36,1996-10-04,4-NOT SPECIFIED,Clerk#000000248,0,accounts can x-ray blithely: de
3003777,130690,F,87588.19,1992-09-18,2-HIGH,Clerk#000000335,0,ns. sometimes even pinto beans should have
3003778,26521,F,93543.87,1993-08-13,4-NOT SPECIFIED,Clerk#000000287,0,"ecial, regular requests. accounts sleep carefully. car"
